label	readable
Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	Singulier Subjonctif Parfait Actif 3 - VER
Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=1	Pluriel Subjonctif Parfait Actif 1 - VER
Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=2	Pluriel Subjonctif Parfait Actif 2 - VER
Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3	Pluriel Subjonctif Parfait Actif 3 - VER
Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=1	Singulier Subjonctif Plus-que-parfait Actif 1 - VER
Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=2	Singulier Subjonctif Plus-que-parfait Actif 2 - VER
Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	Singulier Subjonctif Plus-que-parfait Actif 3 - VER
Numb=Plur|Mood=Sub|Tense=Pqp|Voice=Act|Person=1	Pluriel Subjonctif Plus-que-parfait Actif 1 - VER
Numb=Plur|Mood=Sub|Tense=Pqp|Voice=Act|Person=2	Pluriel Subjonctif Plus-que-parfait Actif 2 - VER
Numb=Plur|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	Pluriel Subjonctif Plus-que-parfait Actif 3 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=1	Singulier Subjonctif Présent Passif 1 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=2	Singulier Subjonctif Présent Passif 2 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	Singulier Subjonctif Présent Passif 3 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=1	Pluriel Subjonctif Présent Passif 1 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=2	Pluriel Subjonctif Présent Passif 2 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	Pluriel Subjonctif Présent Passif 3 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=1	Singulier Subjonctif Imparfait Passif 1 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=2	Singulier Subjonctif Imparfait Passif 2 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	Singulier Subjonctif Imparfait Passif 3 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=1	Pluriel Subjonctif Imparfait Passif 1 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=2	Pluriel Subjonctif Imparfait Passif 2 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	Pluriel Subjonctif Imparfait Passif 3 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=1	Singulier Subjonctif Présent Déponent 1 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=2	Singulier Subjonctif Présent Déponent 2 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3	Singulier Subjonctif Présent Déponent 3 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=1	Pluriel Subjonctif Présent Déponent 1 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=2	Pluriel Subjonctif Présent Déponent 2 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=3	Pluriel Subjonctif Présent Déponent 3 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=Dep|Person=1	Singulier Subjonctif Imparfait Déponent 1 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=Dep|Person=2	Singulier Subjonctif Imparfait Déponent 2 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=Dep|Person=3	Singulier Subjonctif Imparfait Déponent 3 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=Dep|Person=1	Pluriel Subjonctif Imparfait Déponent 1 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=Dep|Person=2	Pluriel Subjonctif Imparfait Déponent 2 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=Dep|Person=3	Pluriel Subjonctif Imparfait Déponent 3 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=SemDep|Person=1	Singulier Subjonctif Présent SemiDéponent 1 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=SemDep|Person=2	Singulier Subjonctif Présent SemiDéponent 2 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=SemDep|Person=3	Singulier Subjonctif Présent SemiDéponent 3 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=SemDep|Person=1	Pluriel Subjonctif Présent SemiDéponent 1 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=SemDep|Person=2	Pluriel Subjonctif Présent SemiDéponent 2 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=SemDep|Person=3	Pluriel Subjonctif Présent SemiDéponent 3 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=SemDep|Person=1	Singulier Subjonctif Imparfait SemiDéponent 1 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=SemDep|Person=2	Singulier Subjonctif Imparfait SemiDéponent 2 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=SemDep|Person=3	Singulier Subjonctif Imparfait SemiDéponent 3 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=SemDep|Person=1	Pluriel Subjonctif Imparfait SemiDéponent 1 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=SemDep|Person=2	Pluriel Subjonctif Imparfait SemiDéponent 2 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=SemDep|Person=3	Pluriel Subjonctif Imparfait SemiDéponent 3 - VER
Case=Nom|Numb=Sing|Gend=Com|Deg=Pos	Nominatif Singulier Commun Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Com|Deg=Pos	Vocatif Singulier Commun Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Com|Deg=Pos	Accusatif Singulier Commun Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Com|Deg=Pos	Génitif Singulier Commun Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Com|Deg=Pos	Datif Singulier Commun Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Com|Deg=Pos	Ablatif Singulier Commun Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Com|Deg=Pos	Locatif Singulier Commun Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Com|Deg=Pos	Nominatif Pluriel Commun Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Com|Deg=Pos	Vocatif Pluriel Commun Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Com|Deg=Pos	Accusatif Pluriel Commun Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=Com|Deg=Pos	Génitif Pluriel Commun Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Com|Deg=Pos	Datif Pluriel Commun Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Com|Deg=Pos	Ablatif Pluriel Commun Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Com|Deg=Pos	Locatif Pluriel Commun Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos	Nominatif Singulier Féminin Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Fem|Deg=Pos	Vocatif Singulier Féminin Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos	Accusatif Singulier Féminin Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos	Génitif Singulier Féminin Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Fem|Deg=Pos	Datif Singulier Féminin Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos	Ablatif Singulier Féminin Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Fem|Deg=Pos	Locatif Singulier Féminin Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos	Nominatif Pluriel Féminin Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Fem|Deg=Pos	Vocatif Pluriel Féminin Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos	Accusatif Pluriel Féminin Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=Fem|Deg=Pos	Génitif Pluriel Féminin Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Fem|Deg=Pos	Datif Pluriel Féminin Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Fem|Deg=Pos	Ablatif Pluriel Féminin Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Fem|Deg=Pos	Locatif Pluriel Féminin Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos	Nominatif Singulier Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=MascFem|Deg=Pos	Vocatif Singulier Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos	Accusatif Singulier Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=MascFem|Deg=Pos	Génitif Singulier Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=MascFem|Deg=Pos	Datif Singulier Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=MascFem|Deg=Pos	Ablatif Singulier Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=MascFem|Deg=Pos	Locatif Singulier Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos	Nominatif Pluriel Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=MascFem|Deg=Pos	Vocatif Pluriel Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=MascFem|Deg=Pos	Accusatif Pluriel Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=MascFem|Deg=Pos	Génitif Pluriel Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=MascFem|Deg=Pos	Datif Pluriel Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=MascFem|Deg=Pos	Ablatif Pluriel Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=MascFem|Deg=Pos	Locatif Pluriel Masculin Féminin Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos	Nominatif Singulier Masculin Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Masc|Deg=Pos	Vocatif Singulier Masculin Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Masc|Deg=Pos	Accusatif Singulier Masculin Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Masc|Deg=Pos	Génitif Singulier Masculin Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Masc|Deg=Pos	Datif Singulier Masculin Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Masc|Deg=Pos	Ablatif Singulier Masculin Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Masc|Deg=Pos	Locatif Singulier Masculin Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Masc|Deg=Pos	Nominatif Pluriel Masculin Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Masc|Deg=Pos	Vocatif Pluriel Masculin Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos	Accusatif Pluriel Masculin Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=Masc|Deg=Pos	Génitif Pluriel Masculin Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Masc|Deg=Pos	Datif Pluriel Masculin Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Masc|Deg=Pos	Ablatif Pluriel Masculin Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Masc|Deg=Pos	Locatif Pluriel Masculin Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=MascNeut|Deg=Pos	Nominatif Singulier Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=MascNeut|Deg=Pos	Vocatif Singulier Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos	Accusatif Singulier Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos	Génitif Singulier Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=MascNeut|Deg=Pos	Datif Singulier Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos	Ablatif Singulier Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=MascNeut|Deg=Pos	Locatif Singulier Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=MascNeut|Deg=Pos	Nominatif Pluriel Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=MascNeut|Deg=Pos	Vocatif Pluriel Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=MascNeut|Deg=Pos	Accusatif Pluriel Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=MascNeut|Deg=Pos	Génitif Pluriel Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=MascNeut|Deg=Pos	Datif Pluriel Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=MascNeut|Deg=Pos	Ablatif Pluriel Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=MascNeut|Deg=Pos	Locatif Pluriel Masculin Neutre Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos	Nominatif Singulier Neutre Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Neut|Deg=Pos	Vocatif Singulier Neutre Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos	Accusatif Singulier Neutre Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Neut|Deg=Pos	Génitif Singulier Neutre Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Neut|Deg=Pos	Datif Singulier Neutre Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Neut|Deg=Pos	Ablatif Singulier Neutre Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Neut|Deg=Pos	Locatif Singulier Neutre Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos	Nominatif Pluriel Neutre Positif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Neut|Deg=Pos	Vocatif Pluriel Neutre Positif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos	Accusatif Pluriel Neutre Positif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=Neut|Deg=Pos	Génitif Pluriel Neutre Positif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Neut|Deg=Pos	Datif Pluriel Neutre Positif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Neut|Deg=Pos	Ablatif Pluriel Neutre Positif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Neut|Deg=Pos	Locatif Pluriel Neutre Positif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=Com|Deg=Comp	Nominatif Singulier Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Com|Deg=Comp	Vocatif Singulier Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Com|Deg=Comp	Accusatif Singulier Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Com|Deg=Comp	Génitif Singulier Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Com|Deg=Comp	Datif Singulier Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Com|Deg=Comp	Ablatif Singulier Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Com|Deg=Comp	Locatif Singulier Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Com|Deg=Comp	Nominatif Pluriel Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Com|Deg=Comp	Vocatif Pluriel Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Com|Deg=Comp	Accusatif Pluriel Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=Com|Deg=Comp	Génitif Pluriel Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Com|Deg=Comp	Datif Pluriel Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Com|Deg=Comp	Ablatif Pluriel Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Com|Deg=Comp	Locatif Pluriel Commun Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=Fem|Deg=Comp	Nominatif Singulier Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Fem|Deg=Comp	Vocatif Singulier Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Fem|Deg=Comp	Accusatif Singulier Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Fem|Deg=Comp	Génitif Singulier Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Fem|Deg=Comp	Datif Singulier Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Fem|Deg=Comp	Ablatif Singulier Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Fem|Deg=Comp	Locatif Singulier Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Fem|Deg=Comp	Nominatif Pluriel Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Fem|Deg=Comp	Vocatif Pluriel Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Fem|Deg=Comp	Accusatif Pluriel Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=Fem|Deg=Comp	Génitif Pluriel Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Fem|Deg=Comp	Datif Pluriel Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Fem|Deg=Comp	Ablatif Pluriel Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Fem|Deg=Comp	Locatif Pluriel Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp	Nominatif Singulier Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=MascFem|Deg=Comp	Vocatif Singulier Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=MascFem|Deg=Comp	Accusatif Singulier Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=MascFem|Deg=Comp	Génitif Singulier Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=MascFem|Deg=Comp	Datif Singulier Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=MascFem|Deg=Comp	Ablatif Singulier Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=MascFem|Deg=Comp	Locatif Singulier Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=MascFem|Deg=Comp	Nominatif Pluriel Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=MascFem|Deg=Comp	Vocatif Pluriel Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=MascFem|Deg=Comp	Accusatif Pluriel Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=MascFem|Deg=Comp	Génitif Pluriel Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=MascFem|Deg=Comp	Datif Pluriel Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=MascFem|Deg=Comp	Ablatif Pluriel Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=MascFem|Deg=Comp	Locatif Pluriel Masculin Féminin Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=Masc|Deg=Comp	Nominatif Singulier Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Masc|Deg=Comp	Vocatif Singulier Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Masc|Deg=Comp	Accusatif Singulier Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Masc|Deg=Comp	Génitif Singulier Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Masc|Deg=Comp	Datif Singulier Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Masc|Deg=Comp	Ablatif Singulier Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Masc|Deg=Comp	Locatif Singulier Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Masc|Deg=Comp	Nominatif Pluriel Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Masc|Deg=Comp	Vocatif Pluriel Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Masc|Deg=Comp	Accusatif Pluriel Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=Masc|Deg=Comp	Génitif Pluriel Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Masc|Deg=Comp	Datif Pluriel Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Masc|Deg=Comp	Ablatif Pluriel Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Masc|Deg=Comp	Locatif Pluriel Masculin Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=MascNeut|Deg=Comp	Nominatif Singulier Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=MascNeut|Deg=Comp	Vocatif Singulier Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Comp	Accusatif Singulier Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Comp	Génitif Singulier Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=MascNeut|Deg=Comp	Datif Singulier Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Comp	Ablatif Singulier Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=MascNeut|Deg=Comp	Locatif Singulier Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=MascNeut|Deg=Comp	Nominatif Pluriel Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=MascNeut|Deg=Comp	Vocatif Pluriel Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=MascNeut|Deg=Comp	Accusatif Pluriel Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=MascNeut|Deg=Comp	Génitif Pluriel Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=MascNeut|Deg=Comp	Datif Pluriel Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=MascNeut|Deg=Comp	Ablatif Pluriel Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=MascNeut|Deg=Comp	Locatif Pluriel Masculin Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=Neut|Deg=Comp	Nominatif Singulier Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Neut|Deg=Comp	Vocatif Singulier Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Neut|Deg=Comp	Accusatif Singulier Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Neut|Deg=Comp	Génitif Singulier Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Neut|Deg=Comp	Datif Singulier Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Neut|Deg=Comp	Ablatif Singulier Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Neut|Deg=Comp	Locatif Singulier Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Neut|Deg=Comp	Nominatif Pluriel Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Neut|Deg=Comp	Vocatif Pluriel Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Neut|Deg=Comp	Accusatif Pluriel Neutre Comparatif - ADJqua,ADJord,ADJmul
